0.08797827109		0.3957443995
0.0967264892		0.3858610591
0.08311108064		0.3768538028
0.09180021988		0.3641149834
0.1049293639		0.3496194511
0.1136912156		0.3403950673
0.1179267165		0.3287540041
0.1222122072		0.3195291154
0.1623449419		0.3120654841
0.242814915		0.3070225719
0.4174793384		0.3112156572
0.6056819134		0.3206819109
0.7490345328		0.3259697227
0.9192816742		0.3330177821
1.143258781		0.3407308575
1.367213164		0.3473456718
1.65385478		0.3548461642
1.528448505		0.3515372422
1.819552848		0.358379283
1.98525546		0.3621320539
2.204688038		0.366549841
2.397230638		0.3694270327
2.5763487		0.3725223618
2.7688913		0.3753995536
3.024116587		0.3789427713
3.265885524		0.3811665607
3.574818053		0.3842765333
3.85686515		0.3860655629
4.125496797		0.3885120343
4.385162089		0.3902985391
4.676152819		0.391649274
4.908950856		0.3929934447
5.137267987		0.3941174582
5.320818783		0.3951046308
5.600160067		0.3959268876
5.949348942		0.3975477696
6.250171306		0.3981088674
6.486544978		0.3991898593
6.722629864		0.3994050263
6.997456833		0.4001715627
7.312251349		0.4006974292
7.612056133		0.4012216048
7.876864585		0.4007611193
8.146694977		0.4015270921
8.436511679		0.4022953194
8.681343967		0.4023229372
8.951148996		0.4018630154
9.210976089		0.4021375031
