0.1184707402			0.3549365842
0.1113830967			0.3477847495
0.1147507842			0.3428475099
0.1146204448			0.3365477738
0.1145041962			0.3309290902
0.145613033			0.3251436661
0.2010248781			0.3200420345
0.2530584676			0.3193668531
0.3467865643			0.3214205788
0.4162680158			0.3255147224
0.4857600354			0.3301196553
0.6107766259			0.3350713771
0.7288852299			0.3415546843
0.8573787112			0.3468473238
1.031004841			0.3533368935
1.162989304			0.3596515032
1.308807353			0.3637542578
1.45463597			0.3683678017
1.6351877			0.3741771017
1.819188138			0.3789652143
2.003202668			0.3844343795
2.194125184			0.3883719592
2.374634641			0.3921381016
2.610679238			0.3967618222
2.860613784			0.4018978978
3.054988532			0.4049845533
3.284054688			0.4077345965
3.485351513			0.4099707191
3.61029765			0.4115171781
3.749130214			0.413405729
3.898347655			0.4141036121
4.054525922			0.415823857
4.252349379			0.417889325
4.443219055			0.4192729576
4.599386755			0.420482413
4.779839849			0.4215243451
4.949890453			0.4229056293
5.147692774			0.4239495185
5.321209701			0.4251609309
5.484306523			0.4258603797
5.66476314			0.427072575
5.886847333			0.4277786778
6.112404894			0.4286554351
6.324083074			0.4295306268
6.58781598			0.4307522159
6.802967528			0.4317980621
7.014628094			0.4318219381
7.226316842			0.4332079192
7.413702582			0.4339101078
7.590664695			0.4339300697
7.784986602			0.4344627781
7.965429129			0.4349939208
8.121575692			0.4351817974
8.284665469			0.4355407199
8.447758769			0.4360699055
8.805170453			0.4369615364
9.027240556			0.4369865866
9.225021741			0.437008897
9.318707565			0.437019465
8.638610831			0.4366022225
