0.1150008948					0.3549361928
0.1183791504					0.3505097426
0.1252272512					0.3460836838
0.1563642696					0.3416603649
0.2048822188					0.3387713712
0.249983163					0.3384359333
0.3263831691					0.3415092808
0.3923912526					0.3454327698
0.4618832721					0.3500377027
0.5383008916					0.3539623659
0.6216793379					0.3589093908
0.698135707					0.3647069485
0.8023543615					0.3706779007
0.9239363336					0.3773318624
1.038564524					0.3833039888
1.128879138					0.3880815333
1.222656553					0.392518943
1.319910858					0.3972972704
1.444923926					0.402078729
1.538687249					0.4058350861
1.635927464					0.4099323609
1.753983227					0.4138617211
1.865102823					0.4179605615
1.965802315					0.4215474383
2.073437974					0.4249648348
2.194963583					0.4288945863
2.333841942					0.432996558
2.469253978					0.4372684015
2.58381876					0.4401757914
2.719216705					0.4437665822
2.830308119					0.4465033176
2.976108555					0.4497547564
3.12885925					0.4535177675
3.285062176					0.4564298543
3.465564588					0.4598554704
3.711994062					0.4632885232
3.948013999					0.4667204018
4.184048028					0.470833333
4.399234802					0.4735818106
4.617894945					0.4765009428
4.871267632					0.4801050416
5.07256798					0.4825114273
5.277327606					0.484407415
5.461275204					0.4866415805
5.652151925					0.4883657394
5.85343466					0.4899208094
6.085956571					0.4919901916
6.311531745					0.4937182646
6.519757693					0.4954443805
6.731449964					0.4970006248
6.977844211					0.4987310462
7.206885708					0.5002892475
7.415097565					0.5013343109
7.637192327					0.5025512031
7.824588634					0.5037641812
8.008504529					0.5044659784
8.15425917					0.5055039965
8.338175064					0.5062057937
8.560273348					0.5075929491
8.813586149					0.5083025745
9.025264329					0.5091777662
9.177951615					0.5098760408
