0.1046089722				0.3557863343
0.1183685823				0.3499989532
0.1147543068				0.3430177731
0.1215636582				0.3367188197
0.1457645085				0.3324649811
0.2151015299				0.3295783359
0.2844913915				0.3292456379
0.3469979255				0.3316363672
0.419952745				0.3359011653
0.5311146129				0.3420431634
0.6388031128				0.3480145069
0.7395378313				0.3533040151
0.8020655013				0.3567163233
0.8854122434				0.3601309799
0.9722605351				0.3650783961
1.07297764				0.3695165886
1.191043972				0.3739567382
1.291754032				0.3780544044
1.388994246				0.3821516792
1.475803788				0.3852262009
1.573033434				0.3888126863
1.680669094				0.3922300828
1.79872838				0.3963297061
1.909837408				0.3999177571
2.062581057				0.4033402419
2.211868952				0.4074433878
2.357676433				0.411035353
2.47223417				0.4136022166
2.59373512				0.4163401261
2.774230487				0.4194252159
2.899201282				0.4221635169
3.062343899				0.4250763865
3.242832221				0.42782095
3.392088411				0.4303917277
3.551750615				0.4327934165
3.707932405				0.4346839244
3.850234814				0.4365728668
4.048061794				0.4388085979
4.218126489				0.4408709347
4.39165046				0.4424228734
4.585997027				0.4441474237
4.787279761				0.4457024937
4.953856997				0.4469131233
5.134320659				0.4484658449
5.339073239				0.4500213063
5.512597211				0.451573245
5.693053828				0.4527854403
5.85615065				0.4534848891
6.033144468				0.4550372192
6.210117149				0.4555679705
6.38016423				0.4567789916
6.550204265				0.4576494863
6.723710624				0.4583501094
6.897224027				0.4593912587
7.032562087				0.4600875762
7.192185541				0.4606163705
7.348346195				0.4614852996
7.560013807				0.4618497018
7.775175923				0.4634063375
7.976437521				0.4639398287
8.153413725				0.4646408431
8.365088382				0.4653457716
8.545530909				0.4658769143
8.753739243				0.4667517146
8.923768711				0.46711142
9.076441906				0.467128642
9.194430739				0.4678230025
