0.00422	0.01029	0
0.03794	0.01029	0
0.10502	0.01029	0
0.20474	0.01029	0
0.33606	0.01029	0
0.49757	0.01029	0
0.68758	0.01029	0
0.90405	0.01029	0
1.14471	0.01029	0
1.40699	0.01029	0
1.68812	0.01029	0
1.98512	0.01029	0
2.29483	0.01029	0
2.61399	0.01029	0
2.93919	0.01029	0
3.267	0.01029	0
3.59394	0.01029	0
3.91655	0.01029	0
4.2314	0.01029	0
4.53516	0.01029	0
4.82461	0.01029	0
5.09667	0.01029	0
5.34847	0.01029	0
5.57734	0.01029	0
5.78085	0.01029	0
5.95685	0.01029	0
6.10346	0.01029	0
6.21913	0.01029	0
6.30264	0.01029	0
6.35311	0.01029	0
0.00422	0.0514	0
0.03794	0.0514	0
0.10502	0.0514	0
0.20474	0.0514	0
0.33606	0.0514	0
0.49757	0.0514	0
0.68757	0.0514	0
0.90405	0.0514	0
1.1447	0.0514	0
1.40698	0.0514	0
1.68811	0.0514	0
1.9851	0.0514	0
2.29482	0.0514	0
2.61396	0.0514	0
2.93917	0.0514	0
3.26697	0.0514	0
3.59391	0.0514	0
3.91652	0.0514	0
4.23136	0.0514	0
4.53512	0.0514	0
4.82457	0.0514	0
5.09663	0.0514	0
5.34843	0.0514	0
5.5773	0.0514	0
5.78081	0.0514	0
5.9568	0.0514	0
6.10341	0.0514	0
6.21908	0.0514	0
6.30259	0.0514	0
6.35306	0.0514	0
0.00422	0.13336	0
0.03794	0.13336	0
0.10501	0.13336	0
0.20474	0.13336	0
0.33605	0.13336	0
0.49756	0.13336	0
0.68756	0.13336	0
0.90403	0.13336	0
1.14468	0.13336	0
1.40696	0.13336	0
1.68808	0.13336	0
1.98507	0.13336	0
2.29478	0.13336	0
2.61392	0.13336	0
2.93912	0.13336	0
3.26692	0.13336	0
3.59385	0.13336	0
3.91645	0.13336	0
4.2313	0.13336	0
4.53505	0.13336	0
4.82449	0.13336	0
5.09655	0.13336	0
5.34835	0.13336	0
5.57721	0.13336	0
5.78071	0.13336	0
5.9567	0.13336	0
6.10331	0.13336	0
6.21898	0.13336	0
6.30249	0.13336	0
6.35295	0.13336	0
0.00422	0.25568	0
0.03794	0.25568	0
0.10501	0.25568	0
0.20473	0.25568	0
0.33604	0.25568	0
0.49755	0.25568	0
0.68754	0.25568	0
0.90401	0.25568	0
1.14465	0.25568	0
1.40692	0.25568	0
1.68804	0.25568	0
1.98502	0.25568	0
2.29472	0.25568	0
2.61386	0.25568	0
2.93905	0.25568	0
3.26684	0.25568	0
3.59377	0.25568	0
3.91636	0.25568	0
4.2312	0.25568	0
4.53494	0.25568	0
4.82437	0.25568	0
5.09643	0.25568	0
5.34822	0.25568	0
5.57708	0.25568	0
5.78058	0.25568	0
5.95656	0.25568	0
6.10316	0.25568	0
6.21883	0.25568	0
6.30234	0.25568	0
6.3528	0.25568	0
0.00422	0.41759	0
0.03794	0.41759	0
0.10501	0.41759	0
0.20473	0.41759	0
0.33603	0.41759	0
0.49753	0.41759	0
0.68752	0.41759	0
0.90398	0.41759	0
1.14462	0.41759	0
1.40688	0.41759	0
1.68799	0.41759	0
1.98496	0.41759	0
2.29465	0.41759	0
2.61378	0.41759	0
2.93896	0.41759	0
3.26674	0.41759	0
3.59365	0.41759	0
3.91623	0.41759	0
4.23106	0.41759	0
4.5348	0.41759	0
4.82422	0.41759	0
5.09626	0.41759	0
5.34805	0.41759	0
5.5769	0.41759	0
5.78039	0.41759	0
5.95637	0.41759	0
6.10297	0.41759	0
6.21863	0.41759	0
6.30214	0.41759	0
6.3526	0.41759	0
0.00422	0.61809	0
0.03794	0.61809	0
0.105	0.61809	0
0.20472	0.61809	0
0.33602	0.61809	0
0.49751	0.61809	0
0.6875	0.61809	0
0.90395	0.61809	0
1.14457	0.61809	0
1.40682	0.61809	0
1.68792	0.61809	0
1.98488	0.61809	0
2.29456	0.61809	0
2.61367	0.61809	0
2.93884	0.61809	0
3.26661	0.61809	0
3.59351	0.61809	0
3.91608	0.61809	0
4.23089	0.61809	0
4.53462	0.61809	0
4.82403	0.61809	0
5.09606	0.61809	0
5.34784	0.61809	0
5.57668	0.61809	0
5.78016	0.61809	0
5.95614	0.61809	0
6.10273	0.61809	0
6.21839	0.61809	0
6.30189	0.61809	0
6.35235	0.61809	0
0.00422	0.85596	0
0.03793	0.85596	0
0.105	0.85596	0
0.20471	0.85596	0
0.336	0.85596	0
0.49749	0.85596	0
0.68746	0.85596	0
0.9039	0.85596	0
1.14452	0.85596	0
1.40676	0.85596	0
1.68784	0.85596	0
1.98479	0.85596	0
2.29445	0.85596	0
2.61355	0.85596	0
2.9387	0.85596	0
3.26646	0.85596	0
3.59335	0.85596	0
3.9159	0.85596	0
4.2307	0.85596	0
4.53441	0.85596	0
4.8238	0.85596	0
5.09583	0.85596	0
5.34759	0.85596	0
5.57642	0.85596	0
5.77989	0.85596	0
5.95586	0.85596	0
6.10244	0.85596	0
6.2181	0.85596	0
6.3016	0.85596	0
6.35205	0.85596	0
0.00422	1.12972	0
0.03793	1.12972	0
0.10499	1.12972	0
0.2047	1.12972	0
0.33598	1.12972	0
0.49746	1.12972	0
0.68743	1.12972	0
0.90385	1.12972	0
1.14446	1.12972	0
1.40668	1.12972	0
1.68775	1.12972	0
1.98468	1.12972	0
2.29433	1.12972	0
2.61341	1.12972	0
2.93854	1.12972	0
3.26628	1.12972	0
3.59315	1.12972	0
3.91569	1.12972	0
4.23047	1.12972	0
4.53416	1.12972	0
4.82355	1.12972	0
5.09555	1.12972	0
5.3473	1.12972	0
5.57612	1.12972	0
5.77958	1.12972	0
5.95554	1.12972	0
6.10212	1.12972	0
6.21776	1.12972	0
6.30126	1.12972	0
6.35171	1.12972	0
0.00422	1.43769	0
0.03793	1.43769	0
0.10499	1.43769	0
