-1.000000000000000000e+01,-8.799054499999999779e-01
-8.000000000000000000e+00,-7.057496100000000272e-01
-6.000000000000000000e+00,-5.303811400000000287e-01
-4.000000000000000000e+00,-3.540979499999999947e-01
-2.000000000000000000e+00,-1.772024299999999941e-01
0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.772024299999999941e-01
4.000000000000000000e+00,3.540979499999999947e-01
6.000000000000000000e+00,5.303811400000000287e-01
8.000000000000000000e+00,7.057496100000000272e-01
1.000000000000000000e+01,8.799054499999999779e-01
1.200000000000000000e+01,1.052556660000000033e+00
1.400000000000000000e+01,1.223418600000000023e+00
1.600000000000000000e+01,1.392215320000000034e+00
