2.90431	0.21533	-0.85793
2.93112	0.21533	-0.85793
2.98375	0.21533	-0.85793
3.06031	0.21533	-0.85793
3.15803	0.21533	-0.85793
3.27339	0.21533	-0.85793
3.40221	0.21533	-0.85793
3.53983	0.21533	-0.85793
3.68128	0.21533	-0.85793
3.82145	0.21533	-0.85793
3.95528	0.21533	-0.85793
4.07792	0.21533	-0.85793
4.18494	0.21533	-0.85793
4.27248	0.21533	-0.85793
4.33737	0.21533	-0.85793
4.37727	0.21533	-0.85793
3.04384	0.646	-0.85793
3.06778	0.646	-0.85793
3.11479	0.646	-0.85793
3.18318	0.646	-0.85793
3.27048	0.646	-0.85793
3.37352	0.646	-0.85793
3.48859	0.646	-0.85793
3.61152	0.646	-0.85793
3.73787	0.646	-0.85793
3.86308	0.646	-0.85793
3.98262	0.646	-0.85793
4.09218	0.646	-0.85793
4.18778	0.646	-0.85793
4.26597	0.646	-0.85793
4.32394	0.646	-0.85793
4.35958	0.646	-0.85793
3.18336	1.07667	-0.85793
3.20444	1.07667	-0.85793
3.24584	1.07667	-0.85793
3.30606	1.07667	-0.85793
3.38292	1.07667	-0.85793
3.47365	1.07667	-0.85793
3.57497	1.07667	-0.85793
3.68321	1.07667	-0.85793
3.79446	1.07667	-0.85793
3.90471	1.07667	-0.85793
4.00997	1.07667	-0.85793
4.10643	1.07667	-0.85793
4.19061	1.07667	-0.85793
4.25946	1.07667	-0.85793
4.3105	1.07667	-0.85793
4.34188	1.07667	-0.85793
3.32288	1.50733	-0.85793
3.3411	1.50733	-0.85793
3.37688	1.50733	-0.85793
3.42893	1.50733	-0.85793
3.49536	1.50733	-0.85793
3.57378	1.50733	-0.85793
3.66134	1.50733	-0.85793
3.7549	1.50733	-0.85793
3.85106	1.50733	-0.85793
3.94634	1.50733	-0.85793
4.03732	1.50733	-0.85793
4.12069	1.50733	-0.85793
4.19344	1.50733	-0.85793
4.25295	1.50733	-0.85793
4.29706	1.50733	-0.85793
4.32418	1.50733	-0.85793
3.46241	1.938	-0.85793
3.47777	1.938	-0.85793
3.50793	1.938	-0.85793
3.5518	1.938	-0.85793
3.6078	1.938	-0.85793
3.67391	1.938	-0.85793
3.74772	1.938	-0.85793
3.82659	1.938	-0.85793
3.90765	1.938	-0.85793
3.98797	1.938	-0.85793
4.06466	1.938	-0.85793
4.13494	1.938	-0.85793
4.19627	1.938	-0.85793
4.24644	1.938	-0.85793
4.28362	1.938	-0.85793
4.30649	1.938	-0.85793
3.60193	2.36867	-0.85793
3.61443	2.36867	-0.85793
3.63897	2.36867	-0.85793
3.67467	2.36867	-0.85793
3.72024	2.36867	-0.85793
3.77404	2.36867	-0.85793
3.8341	2.36867	-0.85793
3.89828	2.36867	-0.85793
3.96424	2.36867	-0.85793
4.0296	2.36867	-0.85793
4.09201	2.36867	-0.85793
4.1492	2.36867	-0.85793
4.1991	2.36867	-0.85793
4.23993	2.36867	-0.85793
4.27018	2.36867	-0.85793
4.28879	2.36867	-0.85793
