0.00	62.09
0.03	48.64
0.07	24.51
0.10	10.86
0.13	-14.03
0.17	-38.91
0.20	-51.07
0.23	-59.21
0.27	-51.24
0.30	-26.52
0.33	-1.80
0.37	31.23
0.40	46.05
0.43	53.92
0.47	61.40
0.50	62.68
0.53	48.45
0.57	19.64
0.60	10.71
0.63	-14.54
0.67	-39.79
0.70	-51.21
0.73	-58.60
0.77	-52.82
0.80	-28.09
0.83	-3.37
0.87	33.55
0.90	48.04
0.93	54.90
0.97	61.84
1.00	64.33
1.03	50.13
1.07	20.06
1.10	10.61
1.13	-14.20
1.17	-39.01
1.20	-49.97
1.23	-58.68
1.27	-52.35
1.30	-27.13
1.33	-1.90
1.37	32.20
1.40	46.93
1.43	54.06
1.47	60.62
1.50	64.37
